id_pessoa,id_empresa
p6949,e5171
p27106,e3046
p64080,e6321
p89659,e5020
p93904,e4961
p11654,e9755
p36885,e9742
p53046,e5750
p64652,e122
p57198,e9537
p99540,e9185
p6680,e4223
p36209,e7526
p85454,e6969
p11712,e4941
p24157,e8551
p24422,e1408
p7602,e8497
p42594,e9401
p69130,e6498
p84124,e8294
p39602,e3374
p54526,e497
p69755,e9760
p54084,e7097
p55793,e7746
p57843,e2661
p76718,e4920
p56249,e3344
p30699,e7409
p59809,e1120
p91688,e746
p16517,e4587
p48008,e1467
p30481,e257
p18980,e7035
p38847,e331
p18022,e605
p84146,e7812
p84762,e9201
p53061,e7078
p88952,e633
p39816,e5081
p45630,e5143
p22498,e9358
p34159,e7725
p69777,e4749
p8074,e7223
p38628,e3720
p52275,e5488
p64830,e7733
p27877,e6621
p26154,e4728
p7235,e6504
p99587,e3765
p70995,e665
p97372,e3502
p37784,e2507
p68147,e5889
p24381,e2187
p82026,e4
p12884,e8979
p48612,e9441
p89347,e5403
p92710,e8676
p11544,e2463
p22475,e5174
p8405,e2273
p33027,e918
p84755,e3251
p51594,e5294
p68281,e2754
p23932,e3455
p11108,e9909
p78964,e1140
p37460,e1589
p58639,e2686
p95719,e249
p71540,e87
p98368,e3503
p64954,e9059
p16112,e9139
p72548,e3135
p14157,e6904
p19052,e334
p96270,e1734
p6148,e5931
p27606,e3921
p83997,e5176
p84526,e2950
p20491,e1016
p4537,e1198
p8692,e3738
p79908,e3124
p32626,e5910
p27431,e958
p26286,e253
p60342,e2155
p2069,e5066
p14259,e2230
p57846,e1592
p95905,e5763
p20904,e7795
p89492,e8588
p2849,e2892
p72651,e2195
p98474,e1180
p32779,e664
p91808,e5501
p18690,e1236
p36839,e1651
p486,e5755
p9765,e3174
p62356,e1088
p74529,e6782
p37359,e1514
p17097,e5593
p93121,e3469
p48733,e8708
p23017,e59
p43780,e2252
p85162,e5914
p22133,e6006
p55158,e3064
p40162,e767
p86072,e2905
p73211,e6688
p51709,e2170
p52418,e1851
p34182,e3761
p33225,e293
p55176,e328
p45294,e5762
p16992,e2923
p69752,e6469
p55017,e8151
p49478,e6985
p15805,e914
p95899,e6721
p21909,e3330
p79486,e9341
p63350,e8326
p38786,e1428
p6709,e322
p59134,e9201
p70340,e7340
p44263,e5465
p97599,e709
p7921,e790
p85544,e4484
p44312,e510
p67243,e2432
p25558,e9796
p9150,e5375
p10771,e5773
p57024,e3116
p88927,e8578
p42923,e4871
p76940,e5712
p13147,e7181
p229,e2229
p61461,e3193
p46045,e8358
p49978,e6549
p8356,e9785
p78984,e5748
p79841,e5338
p3070,e8930
p63493,e2192
p6971,e6482
p68027,e6034
p80611,e7505
p873,e6140
p97292,e2569
p85535,e3400
p6085,e2438
p63680,e2318
p23286,e6414
p26743,e8140
p26702,e6273
p66575,e1918
p31389,e5521
p32579,e1970
p38045,e3965
p1955,e4201
p1765,e4095
p59976,e4028
p65533,e7804
p37953,e8396
p68293,e6593
p38232,e7980
p50416,e7369
p45874,e2522
p92918,e2445
p82990,e6840
p40284,e5860
p18868,e5016
p33197,e4912
p57862,e5176
p53637,e8163
p73905,e6634
p30759,e7543
p70168,e7029
p14631,e8141
p26449,e4119
p64855,e8158
p56557,e5372
p98463,e6925
p40905,e9969
p85896,e6158
p19665,e5875
p16113,e6080
p53107,e6589
p70994,e6738
p53450,e2340
p86053,e938
p69938,e7861
p64659,e6029
p73830,e2117
p2921,e3562
p62205,e3378
p93723,e7066
p89783,e4655
p14903,e3725
p56206,e8680
p200,e6430
p8250,e2518
p61481,e5430
p58197,e4640
p89978,e7327
p26327,e1090
p9124,e6305
p64217,e9209
p45311,e9072
p82092,e891
p13555,e4474
p68190,e6643
p25373,e7744
p34700,e1256
p1011,e4804
p29737,e5344
p24775,e8265
p54417,e5889
p99054,e943
p14664,e6527
p21672,e8615
p1987,e2506
p89433,e2741
p69610,e5789
p58557,e2974
p20920,e1193
p25183,e6029
p20561,e4477
p86730,e5207
p29158,e3270
p34,e1087
p14060,e8758
p59250,e9587
p51118,e3046
p96846,e6931
p17235,e4522
p77021,e9470
p5237,e5683
p11391,e7686
p42965,e2078
p96311,e5533
p36790,e9175
p43960,e4182
p24937,e4916
p65999,e3955
p23610,e4222
p31646,e7402
p31857,e8064
p79100,e953
p59606,e9265
p5212,e7539
p88716,e1848
p29019,e9907
p58511,e7160
p1297,e1027
p61859,e3469
p59391,e1394
p65746,e8901
p58688,e5717
p87334,e6496
p54528,e2156
p24186,e2989
p30924,e7481
p15537,e4521
p86427,e1958
p94208,e386
p93152,e8516
p67374,e1706
p34401,e7957
p25576,e8352
p35262,e2136
p71303,e3212
p44285,e9542
p21039,e6030
p52998,e5760
p34977,e6904
p26333,e2459
p64327,e5047
p13802,e1690
p32998,e7768
p48422,e7441
p63640,e1401
p49552,e5314
p17219,e6000
p22832,e1147
p41663,e3370
p97732,e3771
p70725,e3641
p44200,e279
p42830,e6286
p80350,e601
p15946,e8852
p63068,e2899
p23523,e5922
p62705,e268
p32247,e250
p94983,e8943
p82683,e793
p71358,e6950
p3794,e2739
p24387,e2134
p78735,e7899
p84745,e1087
p63681,e6768
p85936,e1052
p41122,e2268
p84717,e5563
p26936,e3632
p67608,e3538
p75960,e4968
p34780,e7558
p49312,e599
p21631,e7500
p82615,e9056
p14388,e509
p18814,e5422
p38684,e6793
p73271,e2320
p82136,e1082
p36909,e4879
p18679,e976
p60088,e2792
p71469,e6543
p53273,e9754
p55284,e1602
p15094,e1416
p27587,e1443
p45289,e7389
p41968,e6307
p41390,e7007
p34746,e9575
p95126,e6535
p67997,e6370
p30965,e4844
p67786,e1060
p18874,e9017
p85010,e7690
p34497,e1814
p5983,e1220
p50775,e2698
p10129,e403
p58155,e7206
p80773,e8914
p3333,e226
p73112,e8849
p31080,e8630
p27091,e1913
p42130,e433
p21570,e6997
p52092,e9202
p55077,e2439
p37335,e2175
p78331,e2806
p42,e1062
p49539,e963
p17498,e1281
p83995,e3711
p54835,e5383
p19464,e5484
p43889,e1784
p67438,e6061
p77121,e8489
p96258,e5338
p17506,e6701
p84330,e4853
p12649,e4640
p95688,e2193
p32658,e3361
p56145,e8383
p7545,e18
p39945,e9311
p38080,e7733
p44153,e2073
p53932,e5171
p38922,e8876
p80318,e6383
p75998,e7396
p18041,e2643
p17937,e9945
p28381,e8780
p51518,e6432
p2874,e2694
p24988,e8991
p14028,e7029
p20606,e3238
p92394,e8928
p87392,e247
p53829,e1450
p17077,e4566
p63537,e94
p2956,e1509
p11090,e1979
p29504,e8257
p86426,e1441
p73772,e1369
p50698,e7
p41106,e1463
p68872,e2701
p86135,e7597
p87907,e2689
p10734,e2877
p52868,e9980
p20636,e6845
p34394,e971
p63459,e767
p10628,e5132
p99328,e4690
p65665,e2753
p90076,e801
p19815,e4300
p51602,e1033
p96818,e5573
p62036,e4693
p33566,e2444
p36947,e3002
p21993,e591
p75884,e3066
p67972,e5531
p49133,e8308
p83086,e4156
p22023,e6583
p69853,e6543
p70303,e7407
p80559,e9530
p89166,e8509
p57337,e7089
p39842,e9612
p18368,e9032
p74319,e335
p15056,e1045
p36114,e8349
p2287,e2845
p83493,e5268
p28583,e4096
p58559,e9428
p79035,e558
p86062,e7516
p72895,e9685
p66981,e2438
p48505,e6128
p66311,e2440
p57856,e4003
p20181,e1770
p69360,e2687
p45199,e6530
p85168,e6321
p22024,e6370
p43441,e5957
p98774,e5646
p26605,e957
p63705,e3336
p76008,e8096
p31805,e7516
p5091,e9132
p57749,e3829
p65219,e8630
p8702,e4680
p33144,e1150
p22311,e710
p23664,e5560
p18165,e1003
p60710,e3965
p98864,e6647
p67672,e4300
p90942,e7903
p25283,e5962
p75802,e7782
p7498,e8405
p13926,e4235
p69441,e9704
p35841,e6924
p41058,e5264
p79268,e8871
p79693,e6358
p26454,e8084
p45455,e1625
p16042,e8922
p78499,e9759
p60400,e1715
p82298,e961
p98891,e1290
p59821,e9165
p23935,e6782
p49200,e6872
p76686,e2519
p42330,e7424
p93171,e4503
p60484,e5723
p22676,e446
p1885,e4731
p46685,e9051
p42843,e2691
p76503,e3198
p91030,e2082
p11024,e4927
p20495,e967
p80883,e2440
p12141,e1886
p59793,e2435
p35452,e7900
p90628,e597
p93485,e5021
p77751,e8195
p1759,e9078
p70249,e3765
p92372,e3718
p28249,e7771
p43722,e1525
p5116,e6217
p10632,e5380
p6382,e9496
p86736,e4343
p85369,e3402
p52209,e1051
p79931,e4298
p89627,e3636
p86331,e6203
p71248,e1448
p64772,e9341
p14860,e2688
p54013,e4611
p74117,e7289
p97542,e2492
p7258,e2726
p92955,e3649
p4919,e79
p83205,e4099
p2836,e9958
p23426,e8768
p15908,e1902
p91164,e1151
p21693,e6325
p8468,e7452
p3094,e3861
p29978,e6274
p57847,e2108
p53697,e1724
p77197,e2373
p81761,e377
p7220,e724
p59943,e2862
p98418,e3796
p84524,e2026
p22110,e3693
p39117,e3056
p73555,e7005
p95304,e4238
p87910,e5247
p64741,e446
p28865,e9857
p67753,e3478
p47009,e2424
p72008,e7864
p30221,e9044
p92821,e2325
p38431,e2652
p78944,e2626
p5524,e8795
p79875,e1503
p36190,e2240
p81340,e7757
p72195,e7327
p47045,e4460
p64410,e8545
p28874,e4022
p55385,e3530
p99041,e7205
p19658,e4845
p46007,e1490
p50032,e2420
p18515,e6888
p94297,e5932
p32601,e5052
p30052,e2468
p50522,e9503
p65324,e1783
p20533,e5136
p76856,e7042
p10789,e6315
p25176,e6086
p80203,e4642
p19316,e7381
p91213,e7982
p63450,e4443
p17123,e7730
p41850,e4526
p97763,e8879
p88654,e9591
p99426,e1302
p26181,e7007
p20495,e6691
p25441,e7661
p1251,e7739
p21122,e2509
p74145,e796
p3900,e2783
p68765,e8167
p52494,e7176
p7167,e4224
p56065,e5500
p52798,e719
p84454,e2648
p27232,e6883
p44670,e6568
p32226,e3667
p69160,e9164
p56295,e4296
p86799,e2017
p51645,e901
p85098,e1371
p19882,e4529
p94170,e7579
p73788,e5437
p45901,e3856
p85743,e3518
p56642,e8551
p93248,e3872
p81486,e9026
p56510,e9331
p43255,e4641
p35352,e9206
p4682,e8097
p56328,e6032
p81296,e6447
p66483,e1084
p67322,e4008
p64666,e8066
p11449,e5125
p61188,e3735
p88369,e503
p41559,e6109
p41610,e7101
p53430,e5814
p31599,e2372
p61682,e5945
p16573,e6667
p71687,e4125
p52026,e9168
p67845,e5310
p23681,e8095
p81622,e3235
p69166,e8211
p79353,e8150
p45119,e9265
p92330,e7886
p5515,e5063
p57711,e3730
p66370,e7617
p51818,e6628
p53497,e654
p91013,e9210
p8859,e850
p10391,e6793
p44700,e1063
p10192,e8704
p90355,e2675
p11093,e3550
p58841,e607
p93677,e5255
p35211,e5139
p90991,e7312
p55481,e3719
p46281,e8276
p71624,e5240
p33385,e1311
p6425,e9545
p21085,e1343
p79992,e4140
p50495,e1085
p48261,e216
p41546,e6533
p14033,e2534
p52583,e5073
p17078,e808
p78074,e2992
p17248,e5102
p65652,e3361
p54435,e5235
p25866,e7154
p27258,e6703
p57055,e709
p26849,e6860
p40055,e9153
p87885,e3071
p59413,e5235
p52713,e824
p1519,e8002
p55096,e5203
p9477,e3340
p22799,e431
p92140,e6851
p97588,e6693
p66228,e3568
p84231,e3646
p13842,e4933
p86514,e2708
p10279,e6891
p19650,e7597
p42186,e2133
p21101,e9031
p64756,e8936
p60530,e8543
p98113,e2845
p32551,e2390
p83808,e4833
p29322,e4223
p69009,e9450
p32046,e2825
p44897,e9044
p57150,e297
p67829,e5947
p97760,e2799
p85287,e113
p27392,e2259
p35416,e1369
p79146,e3578
p92765,e7392
p55209,e1188
p12331,e1916
p60359,e1701
p57935,e2573
p21554,e3987
p5588,e181
p33711,e9618
p1977,e7977
p75772,e6911
p48788,e8102
p23450,e4090
p19350,e8421
p81780,e7548
p30293,e6895
p92761,e8525
p78974,e6803
p95848,e5551
p85985,e2463
p70575,e4784
p12649,e779
p47571,e2330
p37540,e4084
p28204,e787
p21412,e4786
p63669,e5246
p14203,e7126
p890,e63
p75798,e4746
p18382,e947
p80249,e9967
p65806,e219
p49837,e6442
p72609,e2434
p83547,e7314
p438,e5589
p99796,e7347
p20159,e7269
p66349,e7386
p31794,e8956
p22819,e8802
p536,e8267
p91631,e7232
p12394,e1409
p13715,e1194
p59088,e4613
p13297,e7972
p7276,e878
p19384,e6901
p65168,e1283
p10153,e61
p13037,e565
p12565,e7997
p90006,e517
p41869,e6861
p12640,e6167
p22294,e5826
p64086,e4080
p6854,e7068
p57675,e1174
p32647,e2795
p1777,e7438
p53851,e2335
p76528,e2960
p48410,e523
p62478,e4631
p23446,e308
p55216,e8737
p83107,e4
p16046,e3065
p91806,e3141
p82217,e4803
p8745,e7849
p35326,e9108
p40183,e5629
p43882,e3158
p70055,e7419
p17327,e9530
p72241,e582
p2073,e4042
p8163,e7472
p88298,e111
p95900,e5783
p39418,e8294
p39261,e4825
p21484,e2049
p65468,e328
p99334,e4748
p40430,e9443
p6527,e5767
p97402,e3849
p99308,e8333
p73098,e902
p89725,e5022
p571,e7282
p11381,e2429
p64437,e5342
p67149,e3116
p53721,e146
p54864,e9161
p14277,e1555
p75627,e1259
p79328,e8758
p99529,e3354
p16655,e214
p31611,e984
p56732,e2948
p31168,e4660
p30962,e3155
p709,e182
p73621,e4400
p52558,e7615
p92514,e2408
p97129,e1891
p48330,e6542
p28085,e5955
p19864,e2237
p89582,e1569
p39464,e6519
p19199,e2911
p15872,e4768
p37909,e2802
p94234,e2152
p73331,e483
p50999,e7286
p85865,e5673
p24162,e6739
p93672,e6346
p63024,e2932
p96040,e7808
p260,e4645
p63112,e9592
p30173,e962
p50290,e7825
p93143,e3518
p69257,e7649
p57260,e8347
p58707,e552
p97987,e8309
p93250,e2170
p69491,e1426
p65831,e5851
p20340,e5673
p78369,e1626
p70113,e9522
p89600,e9919
p90410,e4646
p33463,e8247
p84301,e2388
p87422,e468
p7464,e7352
p64782,e2627
p36696,e8338
p33194,e2926
p95433,e9054
p28591,e8079
p81431,e6482
p51634,e4360
p73933,e7653
p35829,e9285
p46519,e9059
p48483,e5462
p5856,e1517
p20019,e4863
p72094,e2785
p70352,e5022
p15672,e88
p87575,e395
p35485,e8160
p59067,e266
p63364,e5718
p79095,e4862
p99125,e8753
p17969,e2432
p63342,e3831
p27062,e5699
p51693,e6821
p11372,e1425
p6074,e8808
p40965,e5939
p38437,e4828
p28374,e3739
p34395,e4294
p52557,e5189
p94987,e8459
p44591,e9463
p90334,e2780
p57537,e5223
p82731,e822
p81535,e6066
p74,e7418
p36621,e9307
p32623,e2904
p26528,e57
p6689,e8938
p98128,e5941
p56568,e2312
p21426,e6039
p36371,e182
p58610,e2231
p43076,e2546
p95974,e3993
p86982,e1627
p42379,e9734
p20605,e5265
p27706,e6229
p47822,e2934
p54610,e7392
p31977,e4015
p1278,e8495
p84555,e6729
p8541,e3611
p27971,e4332
p55027,e1917
p57911,e6175
p13313,e7901
p23528,e1825
p61557,e9706
p35144,e5463
p73043,e4291
p93106,e5733
p95847,e1223
p60988,e8411
p46967,e3601
p28204,e255
p97385,e4789
p37029,e1928
p389,e6836
p97266,e2558
p56301,e4305
p44677,e4520
p49176,e6662
p69586,e6889
p57425,e8541
p20988,e2827
p59827,e6928
p68056,e8674
p81212,e582
p90843,e2706
p92711,e7310
p11100,e3811
p19980,e6323
p20942,e2224
p55084,e1281
p25160,e9654
p35428,e4324
p95292,e3033
p761,e6638
p87961,e9182
p87410,e7998
p65328,e8909
p68487,e549
p43086,e5441
p29429,e5150
p95221,e8949
p71485,e3458
p96531,e8624
p298,e901
p66424,e1954
p44976,e1803
p80148,e5191
p66665,e7123
p49627,e4366
p21737,e6418
p69510,e4612
p68558,e1660
p23556,e5396
p50009,e1426
p26706,e7194
p27257,e8565
p99484,e9834
p67953,e5416
p61079,e7645
p65558,e4519
p91306,e625
p29485,e3253
p40305,e2332
p30248,e5143
p36951,e2608
p49018,e2681
p82599,e498
p38321,e9815
p22215,e2287
p23427,e8480
p43412,e7924
p412,e2305
p17346,e531
p82765,e7219
p69863,e901
p3197,e3718
p5874,e5569
p30263,e3344
p40126,e3598
p40307,e5879
p2123,e625
p2284,e8222
p97123,e7778
p97488,e8276
p20847,e5501
p46618,e828
p95445,e4862
p3680,e2563
p40502,e6883
p22798,e9599
p12141,e4383
p43411,e4207
p8552,e1974
p1171,e2500
p21841,e5621
p7355,e179
p31640,e1797
p90024,e7072
p4404,e1694
p50640,e5777
p53663,e3205
p69756,e4226
p77744,e8184
p22621,e4682
p95984,e9953
p65474,e9615
p84162,e3747
p23068,e7950
p97839,e4112
p2820,e9792
p6574,e7042
p1707,e7476
p70285,e2809
p99105,e8281
p84017,e1466
p12036,e3433
p42771,e781
p32803,e992
p12724,e2970
p40246,e9621
p25036,e1391
p29555,e9117
p12635,e8843
p2783,e1627
p3607,e9719
p1897,e7763
p72202,e3100
p18131,e9704
p46527,e8069
p42372,e1689
p9240,e7733
p32653,e4489
p99785,e6652
p41640,e8273
p86094,e1349
p8321,e8768
p5847,e7554
p12901,e4238
p29667,e7046
p98034,e8485
p78481,e5530
p10016,e543
p15377,e6256
p70652,e8462
p71207,e816
p43831,e9144
p73502,e1616
p41484,e2290
p62997,e1746
p57426,e1524
p76628,e7971
p64141,e7076
p43611,e2822
p22686,e2181
p4293,e1023
p29581,e6334
p2465,e3912
p56835,e5263
p46056,e9606
p89767,e6490
p29385,e698
p34850,e2447
p94936,e3864
p4602,e7946
p11604,e4800
p5684,e5484
p62007,e1213
p74506,e3616
p60877,e8562
p88990,e3480
p15042,e7422
p92742,e4434
p76321,e9005
p45382,e9500
p6858,e3977
p81486,e5751
p92815,e5151
p57727,e2994
p74086,e5978
p63229,e2967
p68471,e6388
p53578,e8409
p10701,e2402
p75513,e8269
p45240,e2037
p80878,e9481
p69780,e6840
p39353,e9637
p75108,e2375
p21046,e8826
p16516,e5001
p28674,e2004
p3398,e3776
p31773,e1398
p39005,e2320
p87007,e5682
p90114,e4004
p71841,e6522
p20677,e714
p91158,e4547
p2129,e6443
p5474,e1353
p89610,e4135
p2450,e9216
p50048,e2680
p43673,e7932
p8076,e274
p98822,e4300
p22495,e7361
p69128,e8138
p51870,e4755
p45008,e9113
p29832,e4065
p97264,e5743
p4282,e2755
p93452,e2685
p34203,e9663
p13780,e4276
p42804,e7475
p49563,e9633
p76195,e1308
p30690,e2502
p6992,e7261
p72666,e7881
p49647,e6028
p74424,e9652
p42389,e8443
p55402,e2921
p78645,e9551
p25971,e9204
p83887,e8395
p26976,e5933
p25029,e2811
p51573,e1507
p43916,e5464
p23059,e8897
p88361,e4286
p78133,e3294
p74191,e3329
p13563,e5933
p57191,e5148
p84715,e4088
p4011,e8621
p70544,e114
p80440,e1976
p34303,e9886
p61447,e6642
p52893,e611
p85635,e1908
p99991,e6193
p77189,e4018
p35820,e6253
p75524,e9784
p60313,e6748
p39889,e2133
p28815,e7603
p67486,e7254
p61579,e9443
p22856,e7364
p95128,e4112
p72889,e213
p93130,e7307
p71536,e7669
p26169,e3248
p64919,e5387
p26262,e1639
p93641,e9981
p74280,e3629
p94620,e4889
p69891,e2190
p79471,e7939
p74410,e6571
p52282,e5464
p76786,e73
p52403,e751
p60029,e2097
p75043,e466
p89687,e1073
p40156,e1487
p28479,e5608
p45331,e646
p53114,e9321
p60483,e5563
p56953,e3976
p36598,e5634
p95656,e4090
p61825,e696
p6736,e267
p89987,e3008
p41367,e4963
p69576,e1537
p11725,e1679
p63962,e6737
p64454,e3417
p88472,e4052
p19062,e9357
p30726,e6946
p99487,e1068
p29413,e3245
p50933,e525
p68512,e9725
p90463,e8133
p38654,e2552
p95127,e3633
p1452,e1993
p29406,e3681
p12283,e7065
p26849,e6076
p82360,e9861
p63311,e3242
p77683,e8577
p69820,e2527
p73084,e8075
p12393,e5062
p39443,e9049
p33383,e538
p48962,e9147
p81612,e6570
p23875,e9906
p78986,e3210
p1221,e9332
p88036,e6933
p12534,e4718
p21011,e9682
p8060,e5754
p32637,e8742
p36809,e8740
p40625,e5800
p52891,e8444
p79682,e8710
p46654,e3920
p60340,e5717
p93659,e9083
p58220,e2879
p36809,e3742
p32335,e1464
p2427,e320
p82755,e6172
p41262,e1657
p20088,e6521
p30235,e2774
p11571,e4989
p21810,e1844
p53105,e5638
p80519,e6330
p11978,e1581
p15458,e8246
p53152,e4160
p87968,e9942
p95979,e5591
p41544,e9319
p33646,e8544
p914,e1759
p97466,e5371
p95598,e8383
p78768,e8854
p32934,e4215
p86760,e112
p97128,e3385
p36349,e329
p67063,e2371
p65132,e6494
p38906,e8501
p17992,e4065
p72113,e3859
p35880,e1345
p38272,e7709
p5896,e8372
p34262,e4751
p22508,e4292
p11336,e1283
p49902,e7702
p37600,e9198
p27817,e2366
p78537,e1196
p60096,e4467
p24897,e7586
p98102,e3438
p93450,e4329
p23258,e5369
p59697,e7787
p22987,e1748
p64778,e4127
p62859,e375
p56256,e5737
p11412,e4207
p32406,e2826
p13816,e2532
p49378,e5809
p25486,e4377
p43058,e8396
p11954,e8982
p66266,e5935
p93450,e8643
p8835,e3179
p99876,e101
p25921,e6349
p41766,e4382
p46361,e792
p81147,e838
p43824,e6814
p81859,e5810
p43323,e3857
p12811,e1873
p18805,e5190
p10463,e9535
p80593,e3365
p31012,e3613
p67782,e6814
p99175,e6949
p88022,e7973
p89582,e8126
p1622,e365
p9292,e8761
p56555,e1215
p89597,e6998
p53015,e8871
p2151,e6897
p70905,e7055
p1342,e2647
p72667,e8366
p18499,e2483
p84230,e6647
p95779,e6917
p46396,e8373
p76915,e7489
p64168,e6215
p85243,e5511
p58688,e9698
p26099,e5669
p51622,e9238
p23509,e9754
p82143,e2814
p47301,e1141
p72665,e3449
p53488,e3677
p92720,e4091
p19640,e6290
p70713,e2742
p88450,e2458
p56413,e4656
p96990,e9389
p13106,e9280
p92271,e6592
p64000,e9545
p3917,e6956
p89658,e9326
p7079,e7474
p83259,e4009
p93371,e981
p44268,e3617
p59483,e5410
p56971,e8599
p26772,e1785
p5634,e3160
p93161,e8453
p21466,e9093
p89377,e8775
p36352,e7502
p80014,e3772
p91956,e3688
p93283,e8494
p67344,e5688
p36343,e3899
p10558,e4555
p45766,e773
p79505,e2419
p15476,e3767
p47865,e3428
p34961,e7621
p24507,e1295
p94720,e9858
p11031,e6065
p42636,e5231
p88451,e2130
p1321,e6467
p96891,e1514
p75734,e5696
p74018,e6501
p6038,e9847
p39590,e7007
p30289,e9734
p11898,e9382
p82227,e4242
p46861,e9958
p64867,e9770
p61986,e3769
p8793,e2815
p7180,e3399
p88841,e5631
p9653,e1138
p24019,e6346
p61042,e8096
p78799,e2423
p30773,e6114
p59080,e9086
p33411,e3389
p15412,e5654
p46255,e8576
p83048,e5470
p47106,e8642
p5500,e5637
p66216,e4860
p66751,e834
p73263,e5414
p89181,e365
p23850,e2840
p84904,e6055
p13883,e3229
p74920,e8279
p32766,e9260
p8230,e3963
p19008,e4687
p82906,e6776
p18168,e7430
p67704,e9441
p1053,e5045
p23444,e2584
p41641,e3359
p80716,e9740
p71678,e9634
p58691,e5566
p75606,e9983
p48567,e8962
p39298,e5869
p93919,e6361
p91164,e8500
p74325,e6188
p94532,e9356
p22136,e645
p70159,e4370
p14388,e207
p39650,e5555
p785,e8340
p34968,e6215
p85932,e9791
p43062,e627
p55312,e6344
p87045,e8360
p92055,e7609
p47526,e2944
p16441,e4311
p20227,e3431
p61783,e1600
p47384,e762
p85454,e8244
p44143,e9996
p84389,e8192
p11813,e9073
p25452,e2499
p16714,e4310
p19580,e5814
p72628,e7643
p39795,e659
p99400,e810
p82701,e4857
p53419,e7852
p32421,e3749
p7077,e8262
p39395,e8239
p43050,e1044
p71376,e9887
p62950,e6406
p42657,e4129
p59907,e2909
p36633,e1179
p81972,e7197
p35790,e3283
p88396,e5878
p15514,e7288
p4871,e6302
p50074,e7981
p85639,e4127
p28745,e310
p27713,e3155
p99623,e7833
p11105,e7208
p26780,e3613
p84375,e94
p78948,e1992
p29393,e1673
p16085,e5121
p49027,e4370
p44063,e8921
p21875,e1152
p4926,e3092
p52833,e3638
p33869,e9701
p62296,e8639
p72329,e9550
p43334,e6677
p31980,e9754
p35279,e2855
p58624,e4977
p76127,e8238
p47706,e4153
p79566,e2840
p67622,e1324
p41977,e3761
p76339,e3848
p95130,e3610
p97581,e2477
p64320,e2496
p40345,e6576
p14860,e8292
p18223,e2589
p9543,e7174
p38703,e3034
p30155,e5557
p61144,e4499
p1085,e2791
p60190,e4207
p69215,e4084
p54962,e2591
p64021,e6172
p80689,e6044
p7725,e753
p61228,e6366
p46039,e4071
p51736,e9029
p10505,e4838
p21811,e292
p66269,e4298
p99570,e6650
p80951,e5586
p30031,e1841
p12349,e4571
p73272,e4781
p97437,e9809
p51503,e4292
p39393,e5681
p82875,e4899
p35069,e6515
p63645,e4964
p62040,e33
p7015,e4402
p84411,e7446
p73323,e5531
p10960,e5902
p45852,e6348
p86395,e2973
p33140,e7428
p95289,e7058
p69476,e7418
p40839,e9356
p91003,e6236
p74634,e8123
p23173,e6439
p22689,e5322
p64036,e6714
p12625,e2188
p45112,e9131
p32018,e3488
p44511,e2861
p11952,e462
p29573,e2973
p58493,e4141
p57938,e8943
p35498,e9428
p88227,e3592
p55870,e7193
p98048,e6323
p6593,e7022
p76379,e3735
p42997,e4647
p85648,e3702
p39372,e593
p26363,e852
p76480,e4792
p67657,e7348
p99251,e4319
p3366,e1758
p86547,e8966
p91495,e5813
p3047,e5202
p59098,e5366
p19399,e6690
p99189,e6026
p90626,e3744
p73542,e9419
p26364,e7381
p11015,e1560
p14915,e1878
p9988,e5662
p1123,e3229
p66741,e844
p50289,e6541
p14647,e8550
p81886,e6296
p88661,e4492
p65991,e2560
p774,e9726
p92607,e2003
p53744,e4720
p91019,e584
p16285,e8731
p80314,e1356
p32621,e5908
p11244,e6310
p42200,e7074
p48824,e3820
p39603,e2939
p8829,e3057
p71869,e2341
p44295,e4671
p43154,e3483
p1524,e2523
p17790,e6699
p21825,e5399
p93292,e8237
p78371,e6289
p53120,e2649
p86291,e2318
p41870,e7758
p239,e9633
p56726,e7486
p2807,e41
p19927,e5915
p4165,e2273
p78747,e5363
p33846,e4144
p68805,e6120
p35165,e6466
p4485,e2105
p32870,e6939
p31734,e6174
p94298,e7190
p90501,e9777
p6037,e1047
p88041,e4959
p30592,e2051
p58785,e7608
p12300,e7466
p23099,e5985
p77075,e3595
p66856,e878
p60167,e8164
p4189,e3973
p88014,e3690
p82176,e2049
p6604,e3072
p18284,e5210
p29903,e5767
p66181,e3424
p32401,e7564
p11018,e1941
p45664,e8033
p31494,e2686
p77034,e4744
p19621,e5365
p57551,e8169
p91339,e6599
p84298,e1543
p76170,e4344
p31934,e663
p85133,e7298
p14522,e1781
p80295,e3673
p42417,e6062
p97659,e2612
p1194,e5145
p71141,e4154
p30870,e2339
p78164,e7115
p67253,e3542
p32265,e617
p99152,e4310
p13685,e5551
p25271,e7359
p21512,e2804
p74328,e4087
p94817,e7206
p65088,e9439
p44909,e1429
p79580,e1224
p89578,e8717
p78079,e9950
p54413,e3774
p3562,e522
p96770,e9556
p52523,e4481
p70529,e7634
p34426,e8574
p5745,e8717
p6262,e839
p59695,e4697
p47227,e5551
p78864,e4653
p20435,e2841
p91583,e6279
p87432,e6662
p76495,e7158
p66193,e3302
p27664,e5631
p82009,e995
p4595,e2495
p3614,e334
p38371,e5501
p25037,e193
p16328,e2612
p2365,e7628
p97308,e1192
p96084,e7605
p84572,e2276
p41175,e7030
p74389,e764
p22606,e530
p53476,e1043
p67538,e1389
p58911,e5204
p84544,e584
p54595,e8110
p94026,e5322
p63175,e1530
p11199,e2587
p67376,e8818
p86647,e6044
p5547,e6337
